,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1103,BeeP-44-2013_NODE_8_length_6564_cov_21_420996,Unassigned,Unassigned,Unassigned,202_0,Clustered,3,VC_202_0,3,0.1824,0.7554569,0.1378,1,1,1,1.0
1105,BeeP-45-2013_NODE_1_length_31866_cov_26_676051,Unassigned,Unassigned,Unassigned,352_0,Clustered,3,VC_352_0,3,0.4993,0.99682122,0.4977,1,1,1,1.0
1107,BeeP-45-2013_NODE_2_length_27560_cov_75_850817,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
1118,BeeP-47-2013_NODE_2_length_14142_cov_93_536438,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
1121,BeeP-48-2013_NODE_1_length_60809_cov_188_714631,Unassigned,Unassigned,Unassigned,383_0,Clustered,3,VC_383_0,3,1.0,1.0,1.0,1,1,1,1.0
1122,BeeP-48-2013_NODE_2_length_34162_cov_18_012674,Unassigned,Unassigned,Unassigned,261_0,Clustered,3,VC_261_0,3,0.6851,0.9906832,0.6787,1,1,1,1.0
1123,BeeP-48-2013_NODE_6_length_5391_cov_7_031426,Unassigned,Unassigned,Unassigned,372_0,Clustered,2,VC_372_0,2,1.0,1.0,1.0,1,1,1,1.0
1130,BeeP-49-2013_NODE_12_length_13086_cov_35_861096,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
1135,BeeP-49-2013_NODE_14_length_10811_cov_13_991895,Unassigned,Unassigned,Unassigned,574_0,Clustered,2,VC_574_0,2,0.0623,0.94314813,0.0587,1,1,1,1.0
1136,BeeP-49-2013_NODE_15_length_10495_cov_12_931753,Unassigned,Unassigned,Unassigned,650_0,Clustered,2,VC_650_0,2,0.1044,0.94793863,0.0989,1,1,1,1.0
1140,BeeP-49-2013_NODE_18_length_8657_cov_38_129487,Unassigned,Unassigned,Unassigned,141_0,Clustered,4,VC_141_0,4,0.3169,0.99990432,0.3168,1,1,1,1.0
1144,BeeP-49-2013_NODE_20_length_8038_cov_16_068333,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
1146,BeeP-49-2013_NODE_21_length_7817_cov_31_461370,Unassigned,Unassigned,Unassigned,141_0,Clustered,4,VC_141_0,4,0.3169,0.99990432,0.3168,1,1,1,1.0
1149,BeeP-49-2013_NODE_22_length_7211_cov_9_997617,Unassigned,Unassigned,Unassigned,45_0,Clustered,2,VC_45_0,2,0.1085,0.87796144,0.0952,1,1,1,1.0
1156,BeeP-49-2013_NODE_32_length_5541_cov_12_024158,Unassigned,Unassigned,Unassigned,646_0,Clustered,2,VC_646_0,2,0.5317,0.85557782,0.4549,1,1,1,1.0
1159,BeeP-49-2013_NODE_39_length_5114_cov_13_276951,Unassigned,Unassigned,Unassigned,154_0,Clustered,7,VC_154_0,7,0.1902,0.74027862,0.1408,1,1,1,1.0
1160,BeeP-49-2013_NODE_3_length_24640_cov_32_121524,Unassigned,Unassigned,Unassigned,145_0,Clustered,5,VC_145_0,5,0.2978,0.99999988,0.2978,1,1,1,1.0
1165,BeeP-49-2013_NODE_4_length_20091_cov_28_633107,Unassigned,Unassigned,Unassigned,100_0,Clustered,4,VC_100_0,4,0.4045,0.99934188,0.4042,1,1,1,1.0
1175,BeeP-49-2013_NODE_7_length_16289_cov_58_100234,Unassigned,Unassigned,Unassigned,213_0,Clustered,11,VC_213_0,11,0.4619,1.0,0.4619,1,2,2,1.0
1180,BeeP-Q2-2013_NODE_1_length_14516_cov_25_692361,Unassigned,Unassigned,Unassigned,112_1,Clustered,5,VC_112_1,5,0.2294,0.99536464,0.2283,2,2,2,1.0
1181,BeeP-Q2-2013_NODE_2_length_10668_cov_13_893022,Unassigned,Unassigned,Unassigned,114_0,Clustered,3,VC_114_0,3,0.5518,0.94989524,0.5242,1,1,1,1.0
111,BP10_NODE_17_length_10491_cov_2_817936,Unassigned,Unassigned,Unassigned,,Overlap (VC_51/VC_139),,,,,,,,,,
124,BP10_NODE_20_length_9896_cov_2_133197,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
130,BP10_NODE_21_length_9458_cov_1_370462,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
139,BP10_NODE_25_length_7921_cov_2_524103,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
155,BP10_NODE_37_length_7197_cov_2_076738,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
156,BP10_NODE_3_length_16289_cov_6_798924,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
165,BP10_NODE_48_length_5865_cov_2_167305,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
168,BP10_NODE_52_length_5544_cov_3_061958,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
170,BP10_NODE_53_length_5530_cov_0_858754,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
171,BP10_NODE_58_length_5211_cov_1_575639,Unassigned,Unassigned,Unassigned,,Overlap (VC_166/VC_349),,,,,,,,,,
173,BP10_NODE_5_length_15008_cov_1_810103,Unassigned,Unassigned,Unassigned,,Overlap (VC_131/VC_190),,,,,,,,,,
183,BP10_NODE_7_length_14846_cov_29_379151,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
192,BP10_NODE_9_length_11931_cov_2_042083,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
207,BP12_NODE_8_length_6853_cov_2_163250,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
257,BP19_NODE_10_length_8711_cov_6_054482,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
265,BP19_NODE_17_length_5884_cov_4_257331,Unassigned,Unassigned,Unassigned,,Overlap (VC_131/VC_190),,,,,,,,,,
272,BP19_NODE_2_length_21493_cov_3_297492,Unassigned,Unassigned,Unassigned,,Overlap (VC_166/VC_181/VC_243/VC_349),,,,,,,,,,
297,BP1_NODE_1_length_28117_cov_96_084369,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
318,BP1_NODE_9_length_5152_cov_1_513814,Unassigned,Unassigned,Unassigned,,Overlap (VC_197/VC_198),,,,,,,,,,
349,BP23_NODE_15_length_9743_cov_4_348576,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
350,BP23_NODE_17_length_8705_cov_11_203169,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
355,BP23_NODE_21_length_7373_cov_4_824186,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
359,BP23_NODE_24_length_6220_cov_1_540580,Unassigned,Unassigned,Unassigned,,Overlap (VC_197/VC_198/VC_199),,,,,,,,,,
360,BP23_NODE_26_length_5978_cov_5_586819,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
377,BP23_NODE_3_length_39647_cov_47_954890,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
388,BP23_NODE_4_length_30396_cov_3_559339,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
399,BP23_NODE_6_length_16209_cov_4_360144,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
403,BP23_NODE_7_length_15449_cov_12_299909,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
410,BP23_NODE_8_length_14883_cov_5_184934,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
467,BP24_NODE_1_length_10641_cov_1_467776,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
655,BP25_NODE_10_length_8434_cov_4_405389,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_402),,,,,,,,,,
686,BP27_NODE_4_length_8560_cov_1_657424,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
691,BP27_NODE_6_length_8432_cov_1_708940,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
692,BP27_NODE_7_length_6885_cov_2_187611,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
703,BP2_NODE_3_length_5271_cov_5_235728,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
706,BP30_NODE_3_length_5166_cov_1_346878,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
719,BP32_NODE_12_length_6143_cov_5_864995,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
729,BP32_NODE_2_length_41333_cov_117_683684,Unassigned,Unassigned,Unassigned,,Overlap (VC_168/VC_170),,,,,,,,,,
737,BP33_NODE_12_length_7989_cov_2_488434,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
738,BP33_NODE_13_length_7921_cov_14_790128,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
741,BP33_NODE_16_length_7246_cov_15_103579,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
744,BP33_NODE_19_length_6245_cov_1_955748,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
761,BP33_NODE_5_length_18448_cov_6_639330,Unassigned,Unassigned,Unassigned,,Overlap (VC_91/VC_205),,,,,,,,,,
765,BP33_NODE_6_length_13276_cov_4_973090,Unassigned,Unassigned,Unassigned,,Overlap (VC_144/VC_148),,,,,,,,,,
769,BP33_NODE_7_length_11504_cov_3_213125,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
773,BP33_NODE_8_length_9270_cov_1_144934,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
780,BP34_NODE_4_length_5102_cov_4_094359,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
785,BP35_NODE_12_length_5070_cov_10_152152,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
788,BP35_NODE_1_length_10513_cov_4_059950,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
800,BP35_NODE_6_length_6339_cov_5_192666,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
802,BP3_NODE_11_length_5694_cov_3_924816,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
814,BP3_NODE_5_length_10723_cov_40_207602,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_402),,,,,,,,,,
816,BP3_NODE_7_length_7155_cov_20_092977,Unassigned,Unassigned,Unassigned,,Overlap (VC_341/VC_402),,,,,,,,,,
835,BP41_NODE_9_length_8018_cov_3_118526,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
843,BP43_NODE_2_length_7844_cov_6_192024,Unassigned,Unassigned,Unassigned,,Overlap (VC_154/VC_292),,,,,,,,,,
846,BP43_NODE_3_length_6557_cov_1_912057,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
865,BP45_NODE_6_length_6188_cov_1_293226,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
870,BP46_NODE_11_length_5731_cov_2_126381,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
880,BP46_NODE_1_length_39830_cov_6_667028,Unassigned,Unassigned,Unassigned,,Overlap (VC_168/VC_170),,,,,,,,,,
894,BP46_NODE_4_length_7839_cov_1_018269,Unassigned,Unassigned,Unassigned,,Overlap (VC_154/VC_292),,,,,,,,,,
897,BP46_NODE_5_length_7786_cov_3_526810,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
916,BP48_NODE_5_length_6456_cov_1_705762,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
917,BP48_NODE_6_length_5493_cov_2_112621,Unassigned,Unassigned,Unassigned,,Overlap (VC_197/VC_198/VC_199),,,,,,,,,,
919,BP48_NODE_7_length_5489_cov_1_330663,Unassigned,Unassigned,Unassigned,,Overlap (VC_154/VC_292),,,,,,,,,,
927,BP49_NODE_11_length_9320_cov_2_263833,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
935,BP49_NODE_19_length_5667_cov_0_793725,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
943,BP49_NODE_22_length_5096_cov_7_091457,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
961,BP49_NODE_3_length_32202_cov_5_285465,Unassigned,Unassigned,Unassigned,,Overlap (VC_353/VC_354),,,,,,,,,,
966,BP49_NODE_4_length_25564_cov_9_867154,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
978,BP49_NODE_6_length_13426_cov_7_108305,Unassigned,Unassigned,Unassigned,,Overlap (VC_177/VC_634),,,,,,,,,,
1002,BP50_NODE_10_length_9997_cov_0_998684,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1012,BP50_NODE_13_length_7229_cov_1_948368,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1023,BP50_NODE_15_length_6575_cov_0_726991,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1077,BP50_NODE_7_length_31634_cov_7_148098,Unassigned,Unassigned,Unassigned,,Overlap (VC_168/VC_360),,,,,,,,,,
1081,BP50_NODE_8_length_24016_cov_11_623729,Unassigned,Unassigned,Unassigned,,Overlap (VC_168/VC_170),,,,,,,,,,
1082,BP50_NODE_9_length_21949_cov_6_153656,Unassigned,Unassigned,Unassigned,,Overlap (VC_168/VC_170),,,,,,,,,,
1216,BeeP-05-2013_NODE_11_length_8561_cov_19_251414,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1224,BeeP-05-2013_NODE_16_length_7352_cov_6_741581,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1229,BeeP-05-2013_NODE_18_length_6955_cov_10_567607,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1233,BeeP-05-2013_NODE_1_length_24014_cov_51_703054,Unassigned,Unassigned,Unassigned,,Overlap (VC_237/VC_253),,,,,,,,,,
1235,BeeP-05-2013_NODE_21_length_6013_cov_6_524933,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1253,BeeP-05-2013_NODE_3_length_12110_cov_24_977562,Unassigned,Unassigned,Unassigned,,Overlap (VC_268/VC_503/VC_634),,,,,,,,,,
1358,BeeP-09-2013_NODE_6_length_6240_cov_56_751420,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1362,BeeP-10-2013_NODE_2_length_6894_cov_9_716151,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1363,BeeP-10-2013_NODE_3_length_5262_cov_3_458245,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1413,BeeP-11-2013_NODE_102_length_8689_cov_18_793196,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1430,BeeP-11-2013_NODE_103_length_8620_cov_10_322018,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1480,BeeP-11-2013_NODE_106_length_8517_cov_46_099763,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
1490,BeeP-11-2013_NODE_107_length_8505_cov_22_606668,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1494,BeeP-11-2013_NODE_108_length_8344_cov_9_333737,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1498,BeeP-11-2013_NODE_109_length_8227_cov_11_958773,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1507,BeeP-11-2013_NODE_111_length_8170_cov_8_958606,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1515,BeeP-11-2013_NODE_112_length_8082_cov_21_752530,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1528,BeeP-11-2013_NODE_114_length_8002_cov_14_426877,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1531,BeeP-11-2013_NODE_115_length_7957_cov_10_297843,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1537,BeeP-11-2013_NODE_116_length_7875_cov_14_918697,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1546,BeeP-11-2013_NODE_118_length_7717_cov_12_595942,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1552,BeeP-11-2013_NODE_119_length_7705_cov_12_708049,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1569,BeeP-11-2013_NODE_123_length_7327_cov_38_954897,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1578,BeeP-11-2013_NODE_125_length_7203_cov_13_122930,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1583,BeeP-11-2013_NODE_126_length_7198_cov_20_322005,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1598,BeeP-11-2013_NODE_130_length_7126_cov_5_336927,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1601,BeeP-11-2013_NODE_131_length_7028_cov_11_339951,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1622,BeeP-11-2013_NODE_135_length_6846_cov_9_638351,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1630,BeeP-11-2013_NODE_137_length_6772_cov_10_184317,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1635,BeeP-11-2013_NODE_138_length_6666_cov_205_648657,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1640,BeeP-11-2013_NODE_139_length_6635_cov_14_598048,Unassigned,Unassigned,Unassigned,,Overlap (VC_529/VC_530),,,,,,,,,,
1665,BeeP-11-2013_NODE_144_length_6483_cov_16_857790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1669,BeeP-11-2013_NODE_145_length_6481_cov_12_612742,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1670,BeeP-11-2013_NODE_146_length_6481_cov_9_013898,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1684,BeeP-11-2013_NODE_149_length_6451_cov_93_683401,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1688,BeeP-11-2013_NODE_150_length_6436_cov_6_100487,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1707,BeeP-11-2013_NODE_155_length_6208_cov_30_295873,Unassigned,Unassigned,Unassigned,,Overlap (VC_462/VC_546),,,,,,,,,,
1714,BeeP-11-2013_NODE_158_length_6170_cov_21_161989,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1721,BeeP-11-2013_NODE_159_length_6152_cov_7_117860,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1725,BeeP-11-2013_NODE_160_length_6151_cov_15_839644,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1729,BeeP-11-2013_NODE_161_length_6131_cov_20_655269,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1734,BeeP-11-2013_NODE_162_length_6127_cov_11_134876,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1755,BeeP-11-2013_NODE_166_length_6002_cov_26_671899,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1759,BeeP-11-2013_NODE_167_length_5993_cov_7_089080,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1765,BeeP-11-2013_NODE_168_length_5983_cov_6_603115,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1776,BeeP-11-2013_NODE_170_length_5942_cov_9_840580,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1784,BeeP-11-2013_NODE_172_length_5924_cov_28_139388,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1790,BeeP-11-2013_NODE_173_length_5866_cov_7_080152,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1794,BeeP-11-2013_NODE_174_length_5735_cov_29_983386,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1797,BeeP-11-2013_NODE_175_length_5680_cov_25_846511,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1802,BeeP-11-2013_NODE_176_length_5664_cov_24_494004,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1808,BeeP-11-2013_NODE_178_length_5647_cov_22_763555,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1815,BeeP-11-2013_NODE_17_length_39362_cov_35_956828,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1819,BeeP-11-2013_NODE_180_length_5627_cov_5_563423,Unassigned,Unassigned,Unassigned,,Overlap (VC_294/VC_431),,,,,,,,,,
1823,BeeP-11-2013_NODE_181_length_5598_cov_84_183481,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1825,BeeP-11-2013_NODE_182_length_5564_cov_32_942774,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1829,BeeP-11-2013_NODE_183_length_5550_cov_6_121506,Unassigned,Unassigned,Unassigned,,Overlap (VC_263/VC_264),,,,,,,,,,
1837,BeeP-11-2013_NODE_185_length_5525_cov_11_337555,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1842,BeeP-11-2013_NODE_186_length_5504_cov_5_649899,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1852,BeeP-11-2013_NODE_188_length_5495_cov_11_508859,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1863,BeeP-11-2013_NODE_191_length_5464_cov_11_646371,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1865,BeeP-11-2013_NODE_192_length_5460_cov_9_590191,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1870,BeeP-11-2013_NODE_193_length_5442_cov_10_348742,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1873,BeeP-11-2013_NODE_194_length_5405_cov_19_762950,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1894,BeeP-11-2013_NODE_200_length_5307_cov_9_936902,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1898,BeeP-11-2013_NODE_201_length_5261_cov_16_097994,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1901,BeeP-11-2013_NODE_202_length_5257_cov_7_443436,Unassigned,Unassigned,Unassigned,,Overlap (VC_38/VC_43),,,,,,,,,,
1904,BeeP-11-2013_NODE_203_length_5224_cov_16_860501,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1912,BeeP-11-2013_NODE_205_length_5178_cov_12_284650,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1917,BeeP-11-2013_NODE_206_length_5149_cov_14_141167,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1923,BeeP-11-2013_NODE_207_length_5148_cov_6_945967,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1935,BeeP-11-2013_NODE_210_length_5053_cov_17_886656,Unassigned,Unassigned,Unassigned,,Overlap (VC_551/VC_552),,,,,,,,,,
1969,BeeP-11-2013_NODE_21_length_35978_cov_76_160135,Unassigned,Unassigned,Unassigned,,Overlap (VC_237/VC_253),,,,,,,,,,
2008,BeeP-11-2013_NODE_22_length_34499_cov_23_020423,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2082,BeeP-11-2013_NODE_24_length_32850_cov_182_557074,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2159,BeeP-11-2013_NODE_26_length_25964_cov_91_289643,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2187,BeeP-11-2013_NODE_27_length_25922_cov_20_651654,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2256,BeeP-11-2013_NODE_29_length_24588_cov_13_021011,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2294,BeeP-11-2013_NODE_30_length_24504_cov_28_279772,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2332,BeeP-11-2013_NODE_31_length_23064_cov_42_765520,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2397,BeeP-11-2013_NODE_33_length_21811_cov_17_947686,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2424,BeeP-11-2013_NODE_34_length_21521_cov_19_731673,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2455,BeeP-11-2013_NODE_35_length_20898_cov_10_508669,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2560,BeeP-11-2013_NODE_38_length_20244_cov_16_134576,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2592,BeeP-11-2013_NODE_39_length_20021_cov_15_103891,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2618,BeeP-11-2013_NODE_40_length_19922_cov_16_914286,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2654,BeeP-11-2013_NODE_41_length_18518_cov_23_720568,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2688,BeeP-11-2013_NODE_42_length_17741_cov_312_313915,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2714,BeeP-11-2013_NODE_43_length_17585_cov_13_651988,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
2765,BeeP-11-2013_NODE_45_length_16724_cov_16_161410,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2950,BeeP-11-2013_NODE_52_length_15365_cov_20_506149,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2965,BeeP-11-2013_NODE_53_length_14306_cov_16_292290,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
2991,BeeP-11-2013_NODE_54_length_14128_cov_13_630062,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3057,BeeP-11-2013_NODE_57_length_13737_cov_20_261493,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3099,BeeP-11-2013_NODE_59_length_13251_cov_17_281843,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3143,BeeP-11-2013_NODE_61_length_13003_cov_97_347130,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3163,BeeP-11-2013_NODE_62_length_12962_cov_18_664338,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3182,BeeP-11-2013_NODE_63_length_12887_cov_17_311085,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3256,BeeP-11-2013_NODE_66_length_12420_cov_71_511383,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
3276,BeeP-11-2013_NODE_67_length_12287_cov_48_102621,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
3361,BeeP-11-2013_NODE_71_length_11668_cov_13_552325,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3387,BeeP-11-2013_NODE_72_length_11642_cov_84_619109,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3411,BeeP-11-2013_NODE_73_length_11536_cov_15_476918,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3449,BeeP-11-2013_NODE_75_length_11463_cov_24_554892,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3474,BeeP-11-2013_NODE_76_length_11264_cov_19_461250,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3491,BeeP-11-2013_NODE_77_length_10903_cov_192_612230,Unassigned,Unassigned,Unassigned,,Overlap (VC_386/VC_388),,,,,,,,,,
